"## START OF USER TABLE ##"
search_term,id,previous_kases,start_kases,case_id,lien_filed,special_instructions,case_description,injury_number,uuid,case_number,file_number,cpointer,source,adj_number,rating,injury_type,sub_in,main_injury_type,case_date,terminated_date,case_type,medical,td,rehab,edd,claims,venue_uuid,venue,venue_street,venue_suite,venue_city,venue_zip,venue_abbr,case_status,case_substatus,case_subsubstatus,submittedon,supervising_attorney,attorney,supervising_attorney_name,supervising_attorney_full_name,worker,interpreter_needed,case_language,applicant_id,applicant_uuid,applicant_salutation,first_name,last_name,full_name,language,dob,app_dob,ssn,applicant_email,applicant_phone,applicant_full_address,employer_id,employer_uuid,employer,employer_full_address,employer_suite,defendant_id,defendant_uuid,defendant,defendant_full_address,plaintiff_id,plaintiff_uuid,plaintiff,plaintiff_full_address,start_date,statute_limitation,end_date,ct_dates_note,occupation,name,case_name,attorney_id,user_id,attorney_name,attorney_full_name,worker_name,worker_full_name,lien_id,settlement_id,fee_id,referring_id,referring_uuid,referring,referring_full_address,referring_search,jetfile_id,personal_injury_date,closed_date
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36977,KS5568d8360a6d1,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36978,KS5568d93ca252a,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36979,KS5568d9e89c466,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,36980,KS5568da7057b46,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,4673,-1,1201,4800,N,,,1,KS55678a659b9f8,WC1154,,0,,,,,N,,05/28/15,00/00/00,"Personal Injury",,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-05-28 14:36:37",1,8,av,"Angel Valero",2,N,,7072,KS55678a754f60e,Mr,Angel,,"Angel ",,11/23/89,1989-11-23,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,38245,KS556e167b73537,ovoxo,"12000 Paxton St, Los Angeles, CA 91342",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel  vs  - 00/00/00",,8,2,av,"arturo valero",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,5908,-1,1201,6224,N,,,1,KS55ba941c4d871,WC1173,,0,,,,,N,,07/30/15,00/00/00,WCAB,,,,,,KS538cb2585f04d,"Eureka ","100 ""H"" Street ","Suite 202 ","Eureka ",95501,EUR,,,,"2015-07-30 14:16:12",,,,,,N,,9264,KS55ba9435bb90c,Mr,Angel,Angel,"Angel ",,,11/23/1989,456123256,angel@kustomweb.com,888-888-8888,"14226 Aztec St, Sylmar, CA 91342",-1,,,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel Angel vs  - 00/00/00",,,,,,,,-1,-1,-1,-1,,,,,-1,,"2015-12-03 11:25:39"
,6253,-1,1201,6560,N,,,1,KS5667331453191,WC1206,,WC1206,,,,,N,,12/08/15,00/00/00,NewPI,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2015-12-08 11:44:20",2,3,NG,"Nick Giszpenc",,N,English,9651,KS566733ed7de6d,Mr,angel,guy,"angel guy",English,,10/24/1989,555555555,thisguy@gmail.com,818-565-5656,"3245 Wilshire Boulevard, Los Angeles, CA 90010",-1,,,,,52968,KS56673451d0d65,someplace,"2340 North Hollywood Way, Burbank, CA 91505",-1,,,,00/00/00,00/00/00,00/00/00,,,"angel guy vs  - 00/00/00",,3,,TS,"Thomas Smith",,,-1,-1,-1,-1,,,,,-1,,
,6253,-1,1201,6560,N,,,1,KS5667331453191,WC1206,,WC1206,,,,,N,,12/08/15,00/00/00,NewPI,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2015-12-08 11:44:20",2,3,NG,"Nick Giszpenc",,N,English,9651,KS566733ed7de6d,Mr,angel,guy,"angel guy",English,,10/24/1989,555555555,thisguy@gmail.com,818-565-5656,"3245 Wilshire Boulevard, Los Angeles, CA 90010",-1,,,,,53035,KS56a172468fbf8,someplace,"2340 North Hollywood Way, Burbank, CA 91505",-1,,,,00/00/00,00/00/00,00/00/00,,,"angel guy vs  - 00/00/00",,3,,TS,"Thomas Smith",,,-1,-1,-1,-1,,,,,-1,,
,6261,-1,1201,6567,N,,,1,KS56a170fb52c77,WC1208,,WC1208,,,,,N,,01/21/16,00/00/00,NewPI,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2016-01-21 15:59:55",,,,,,N,,9652,KS56a17105eef5a,Mr,angel,guy,"angel guy",English,,10/24/1989,555555555,thisguy@gmail.com,818-565-5656,"3245 Wilshire Boulevard, Los Angeles, CA 90010",-1,,,,,53034,KS56a171940f066,someone,,-1,,,,00/00/00,00/00/00,00/00/00,,,"angel guy vs  - 00/00/00",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6267,-1,1201,6572,N,,,1,KS56b10b054235f,WC1210,,WC1210,,,,,N,,02/02/16,00/00/00,NewPI,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2016-02-02 12:01:09",,,,,,N,,9657,KS56b10b8549cb6,Mr,angel,guy,"angel guy",English,,10/24/1989,555555555,thisguy@gmail.com,818-565-5656,"3245 Wilshire Boulevard, Los Angeles, CA 90010",-1,,,,,53072,KS56b10bd1b086c,"tommy inc","4502 Nordhoff Street, Los Angeles, CA 91402",-1,,,,00/00/00,00/00/00,00/00/00,,,"angel guy vs  - 00/00/00",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6300,-1,1201,6605,N,,,1,KS56fc5aa461320,WC1219,,WC1219,,,,carpass,N,,03/30/16,00/00/00,NewPI,,,,,,KS538cb258605b7,Redding,"2115 Civic Center Drive","Suite 15",Redding,96001,RDG,Open,,,"2016-03-30 16:00:52",,,,,,N,,9662,KS56fc5aabad1dd,Mr,angel,guy,"angel guy",English,,10/24/1989,555555555,thisguy@gmail.com,818-565-5656,"3245 Wilshire Boulevard, Los Angeles, CA 90010",-1,,,,,53345,KS56fc5ab2597b5,someplace,"2340 North Hollywood Way, Burbank, CA 91505",-1,,,,00/00/00,00/00/00,00/00/00,,,"angel guy vs  - 00/00/00",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6301,-1,1201,6606,N,,,1,KS56fc5c35205f6,WC1220,,WC1220,,,,carpass,N,,03/30/16,00/00/00,NewPI,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2016-03-30 16:07:33",,,,,,N,,9663,KS56fc5c3c2f4d1,Mr,angel,guy,"angel guy",English,,10/24/1989,555555555,thisguy@gmail.com,818-565-5656,"3245 Wilshire Boulevard, Los Angeles, CA 90010",-1,,,,,53347,KS56fc5c44d32d0,someplace,"2340 North Hollywood Way, Burbank, CA 91505",-1,,,,00/00/00,00/00/00,00/00/00,,,"angel guy vs  - 00/00/00","angel guy vs someplace",,,,,,,-1,-1,-1,-1,,,,,-1,,
,6301,-1,1201,6606,N,,,1,KS56fc5c35205f6,WC1220,,WC1220,,,,carpass,N,,03/30/16,00/00/00,NewPI,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2016-03-30 16:07:33",,,,,,N,,9663,KS56fc5c3c2f4d1,Mr,angel,guy,"angel guy",English,,10/24/1989,555555555,thisguy@gmail.com,818-565-5656,"3245 Wilshire Boulevard, Los Angeles, CA 90010",-1,,,,,53778,KS570d7f654c0c4,"brand new comapny","15403 Sherman Way, Los Angeles, CA 91406",-1,,,,00/00/00,00/00/00,00/00/00,,,"angel guy vs  - 00/00/00","angel guy vs someplace",,,,,,,-1,-1,-1,-1,,,,,-1,,
,6465,-1,1201,6768,N,,,1,KS57853f7b499f7,WC1228,,WC1228,,,,carpass,N,,07/12/16,00/00/00,NewPI,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2016-07-12 12:05:31",,,,,,N,,9672,KS57853fcb2e814,,Angel,New,"Angel New",,,11/12/1991,444444444,me@site.com,454-545-4545,"15643 Sherman Way, Los Angeles, CA 91406",-1,,,,,55096,KS578540452767c,WWE,"12323 Sherman Way, Los Angeles, CA 91605",-1,,,,00/00/00,00/00/00,00/00/00,,,"Angel New vs  - 00/00/00",,,,,,,,-1,-1,-1,-1,,,,,-1,"2016-07-22 18:00:00",
,6477,-1,1201,6783,N,,,1,KS578d278c47faa,WC1236,,WC1236,,,,general,N,,07/18/16,00/00/00,employment_law,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Open,,,"2016-07-18 12:01:32",,,,,,N,,9686,KS578d28bb4d8e3,Mr,barturo,lavender,"barturo lavender",,,10/16/1981,444444444,email@sitio.mx,222-222-2222,"213 Glenoaks Boulevard, San Fernando, CA 91340",-1,,,,,55183,KS578d290dd5c38,spalding,"454S South Rossmore Avenue, Los Angeles, CA 90020",-1,,,,00/00/00,00/00/00,00/00/00,,,"barturo lavender vs  - 00/00/00",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6212,-1,1201,6527,N,,,1,KS561fac32ecede,WC1196,,0,,ADJ9170488,,,N,,10/15/15,00/00/00,WCAB,,,,,,KS538cb2585ec51,Anaheim,"1065 N. PacifiCenter Dr.",,Anaheim,92806,AHM,Open,,,"2015-10-15 06:37:54",,,,,,N,,9641,KS561fac46c7a03,,Berry,Green,"Berry Green",,11/11/61,1961-11-11,,,,,52689,KS561fac635aff9,"LOS COUNTY SHERIFFS DEPARTMENT","441 BAUCHET ST.   LOS ANGELES CA 90012",,-1,,,,-1,,,,10/09/13,10/09/18,00/00/00,,,"Berry Green vs LOS COUNTY SHERIFFS DEPARTMENT - 10/09/13",,,,,,,,-1,-1,-1,-1,,,,,9,,
,2996,-1,1201,3062,N,,,1,KS54b6ced4a73d9,WC1070,,0,,Unassigned,,,N,,01/14/15,00/00/00,WCAB,1,1,1,1,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-01-14 12:17:24",,384,,,1,N,,4142,KS54b6cf5f153d4,,Bob,Smith,"Bob Smith",,,,,,,"4508 Tobias Avenue, Sherman Oaks, CA 91403",8206,KS54b6cf6be74f5,"Star Labs","1345 San Fernando Rd, San Fernando, CA 91340",,50837,KS55d6241c72069,hhhhaaaa,,-1,,,,05/05/05,05/05/10,00/00/00,,"Bus and Truck Mechanics and Diesel Engine Specialists","Bob Smith vs Star Labs - 05/05/05",,384,1,JR,"John  Ramirez",av,"Angel Valero",6,-1,-1,-1,,,,,-1,,
,3290,-1,1201,3271,N,"This is your creation",,1,KS54ec0ab6aa69b,,WC1093,0,,Unassigned,,,N,,02/23/15,00/00/00,WCAB,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-02-23 21:23:02",,,,,,N,,4548,KS54ec0acd1b9a3,Mr,,,"Bob Smithies",,03/03/63,1963-03-03,,,,"4508 Tobias Avenue, Los Angeles, CA 91403",9868,KS54ec0ad60ac8a,"Bennett Industries",,,-1,,,,-1,,,,02/05/02,02/05/07,00/00/00,,"Painters, Construction and Maintenance","  vs Bennett Industries - 02/05/02",,,,,,,,4,22,1,-1,,,,,-1,,
,3290,-1,1201,3271,N,"This is your creation",,1,KS54ec0ab6aa69b,,WC1093,0,,Unassigned,,,N,,02/23/15,00/00/00,WCAB,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-02-23 21:23:02",,,,,,N,,4548,KS54ec0acd1b9a3,Mr,,,"Bob Smithies",,03/03/63,1963-03-03,,,,"4508 Tobias Avenue, Los Angeles, CA 91403",9868,KS54ec0ad60ac8a,"Bennett Industries",,,-1,,,,-1,,,,02/05/02,02/05/07,00/00/00,,"Painters, Construction and Maintenance","  vs Bennett Industries - 02/05/02",,,,,,,,4,21,1,-1,,,,,-1,,
,3624,-1,1201,3271,N,"This is your creation",,2,KS54ec0ab6aa69b,,WC1093,0,,Unassigned,,,N,,02/23/15,00/00/00,WCAB,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-02-23 21:23:02",,,,,,N,,4548,KS54ec0acd1b9a3,Mr,,,"Bob Smithies",,03/03/63,1963-03-03,,,,"4508 Tobias Avenue, Los Angeles, CA 91403",9868,KS54ec0ad60ac8a,"Bennett Industries",,,-1,,,,-1,,,,12/13/03,12/31/08,12/31/03,,"Labor Relations Specialists","  vs Bennett Industries - 12/13/03",,,,,,,,-1,-1,1,-1,,,,,-1,,
,6520,-1,1201,3271,N,"This is your creation",,3,KS54ec0ab6aa69b,,WC1093,0,,Unassigned,,,N,,02/23/15,00/00/00,WCAB,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-02-23 21:23:02",,,,,,N,,4548,KS54ec0acd1b9a3,Mr,,,"Bob Smithies",,03/03/63,1963-03-03,,,,"4508 Tobias Avenue, Los Angeles, CA 91403",9868,KS54ec0ad60ac8a,"Bennett Industries",,,-1,,,,-1,,,,03/03/05,03/03/10,00/00/00,,"Mathematical Science Occupations, All Other","  vs Bennett Industries - 03/03/05",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6521,-1,1201,3271,N,"This is your creation",,4,KS54ec0ab6aa69b,,WC1093,0,,Unassigned,,,N,,02/23/15,00/00/00,WCAB,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,,,"2015-02-23 21:23:02",,,,,,N,,4548,KS54ec0acd1b9a3,Mr,,,"Bob Smithies",,03/03/63,1963-03-03,,,,"4508 Tobias Avenue, Los Angeles, CA 91403",9868,KS54ec0ad60ac8a,"Bennett Industries",,,-1,,,,-1,,,,05/05/08,05/05/13,00/00/00,,"Heavy and Tractor-Trailer Truck Drivers","  vs Bennett Industries - 05/05/08",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,5893,-1,1201,6211,N,,,1,KS55ba1be79c681,WC1163,,0,,,,,N,,07/30/15,00/00/00,WCAB,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,Active,"Fees Pending",,"2015-07-30 05:43:19",,3,,,2,N,,9245,KS55ba1c0fc91be,Mr,Carl,Johoson,"Carl Johoson",,06/02/45,1945-06-02,627155608,,,"231 N Mountain Ave, Ontario, CA 91762",50253,KS55ba1c2543dfc,"Accent ","30917 Prairie Sun Way, Murrieta, CA 92563",,-1,,,,-1,,,,03/03/03,03/03/08,00/00/00,,"Fish and Game Wardens","Carl Johoson vs Accent  - 03/03/03",,3,2,TS,"Thomas Smith",NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,3,,
,4404,-1,1201,4484,N,,,1,KS555e315b180d9,WC1151,,0,,ADJ2847248,,,N,,05/21/15,00/00/00,WCAB,,,,,,,,,,,,,open,,,"2015-05-21 00:00:00",,,,,,N,,6544,KA555e315b26869,,CY,ESTABROOK,"CY ESTABROOK",,,,,,,"PASADENA, CA 91103",32512,KP555e315b34b3c,"PASADENA UNIFIED SCHOOL DISTRICT","351 S HUDSON AVE   PASADENA CA 91101",,-1,,,,-1,,,,01/15/04,01/15/09,00/00/00,,,"CY ESTABROOK vs PASADENA UNIFIED SCHOOL DISTRICT - 01/15/04","CY ESTABROOK vs PASADENA UNIFIED SCHOOL DISTRICT",,,,,,,-1,-1,-1,-1,,,,,-1,,
,5949,-1,1201,6266,N,,,1,KS55c3924e5f7f2,WC1183,,0,,"ADJ9499326 ",,,N,,08/06/15,00/00/00,WCAB,,,,,,KS538cb258605b7,Redding,"2115 Civic Center Drive","Suite 15",Redding,96001,RDG,open,,,"2015-08-06 00:00:00",,,,,,N,,9339,KA55c3924e67738,,DANIELLE,JOHNSON,"DANIELLE JOHNSON",,,,,,,"MARYSVILLE, CA 95901",50730,KP55c3924e7029d,"BIANICHI ORCHARD SYSTEMS","988 EVANS REIMER RD   GRIDLEY CA 95948",,-1,,,,-1,,,,08/14/12,08/14/17,00/00/00,,,"DANIELLE JOHNSON vs BIANICHI ORCHARD SYSTEMS - 08/14/12","DANIELLE JOHNSON vs BIANICHI ORCHARD SYSTEMS",,,,,,,-1,-1,-1,-1,,,,,7,,"2017-01-09 09:53:57"
,3639,-1,1201,3570,N,,,1,KS553a844f21459,WC1002,,0,,ADJ8748364,,,N,,04/24/15,00/00/00,WCAB,,,,,,,,,,,,,open,,,"2015-04-24 00:00:00",,,,,,N,,5066,KA553a844f35b00,,DIANE,FREEMAN,"DIANE FREEMAN",,,,,,,"COMPTON, CA 90221",22597,KP553a844f4364e,"MV TRANSPORTATION","12222 WILMINGTON AVE   CARSON CA 90810",,-1,,,,-1,,,,06/25/98,01/28/18,01/28/13,,,"DIANE FREEMAN vs MV TRANSPORTATION - 06/25/98","DIANE FREEMAN vs MV TRANSPORTATION",,,,,,,-1,-1,-1,-1,,,,,-1,,
,6280,-1,1201,6586,N,,,1,KS56e72032a0d3d,WC1217,,0,,,,,N,,03/14/16,00/00/00,WCAB,,,,,,KS538cb2585eeb9,Bakersfield,"1800 30th Street ","Suite 100",Bakersfield,93301,BAK,open,,,"2016-03-14 00:00:00",,,,,,N,,9659,KA56e72032b225b,,ERICK,VALDES,"ERICK VALDES",,,,,,,"CALIFORNIA CITY, CA 93505",53170,KP56e72032be721,"NATURA PEST CONTROL","3220 W MONTE VISTA AVE SUITE 282   TURLOCK CA 95380",,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,"ERICK VALDES vs NATURA PEST CONTROL - 00/00/00","ERICK VALDES vs NATURA PEST CONTROL",,,,,,,-1,-1,-1,-1,,,,,-1,,"2017-04-07 10:00:10"
,6689,-1,1201,6974,N,,"{""suit"":"""",""jurisdiction"":"""",""case_note"":""""}",1,KS58f67fc3e87c5,WC1286,WC1286,ADJ2308742,,Unassigned,,,Y,,04/18/17,00/00/00,WCAB,TM,TM,TM,TM,,KS538cb25860824,Riverside,"3737 Main Street ","Suite 300",Riverside,92501,RIV,Open,"Awaiting WCIRB Verification",,"2017-04-18 14:06:11",TS,TS,,,TM,N,,9722,KS58f692b239d87,Ms,Erin,Greendale,"Erin Greendale",English,,09/01/1946,571000052,Erin@mccraneycompany.com,951-422-4301,"1819 Garland Street, Westmont, CA 91766",56741,KS58f693c70824b,"Safe Rode inc",,,-1,,,,-1,,,,04/11/17,04/15/19,00/00/00,,,"Erin Greendale vs Safe Rode inc - 04/11/17",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6645,-1,1201,6936,N,,,1,KS58502467a954b,WC1270,,0,,ADJ6942006,,,N,,12/13/16,00/00/00,WCAB,,,,,,KS538cb2585f9c2,"Marina del Rey","4720 Lincoln Blvd ","2nd floor","Marina del Rey",90292,MDR,open,,,"2016-12-13 00:00:00",,,,,,N,,9710,KA58502467bc15a,,GUSTAVO,MORENO,"GUSTAVO MORENO",,,,,,,"DOWNEY, CA 90242",56352,KP58502467d7a6c,"LITTLE JOHNS BODYWORKS INC","9634 E FIRESTONE BLVD   DOWNEY CA 90241",,-1,,,,-1,,,,01/22/09,01/22/14,00/00/00,,,"GUSTAVO MORENO vs LITTLE JOHNS BODYWORKS INC - 01/22/09","GUSTAVO MORENO vs LITTLE JOHNS BODYWORKS INC",,,,,,,-1,-1,-1,-1,,,,,-1,,
,6421,-1,1201,6726,N,,,1,KS5757149858b76,WC1225,,0,,ADJ8049127,,,N,,06/07/16,00/00/00,WCAB,,,,,,KS538cb2585f9c2,"Marina del Rey","4720 Lincoln Blvd ","2nd floor","Marina del Rey",90292,MDR,open,,,"2016-06-07 00:00:00",,,,,,N,,9670,KA5757149864043,,HORACIO,GARCIA,"HORACIO GARCIA",,,,,,,"WILMINGTON, CA 90744",54642,KP575714986e4df,"ARIANA WORLDWIDE INC","131 EAST GARDENA BOULEVARD   GARDENA CA 90247",,-1,,,,-1,,,,09/28/11,09/28/16,00/00/00,,,"HORACIO GARCIA vs ARIANA WORLDWIDE INC - 09/28/11","HORACIO GARCIA vs ARIANA WORLDWIDE INC",,,,,,,-1,-1,-1,-1,,,,,-1,,
,6341,-1,1201,6646,N,,,1,KS570d43bcc342d,WC1222,,0,,ADJ8836579,,,N,,04/12/16,00/00/00,WCAB,,,,,,KS538cb2585f792,"Los Angeles","320 W. 4th Street ","9th floor","Los Angeles",90013,LAO,open,,,"2016-04-12 00:00:00",,,,,,N,,9666,KA570d43bcd5bd7,,IGNACIO,HERNANDEZ,"IGNACIO HERNANDEZ",,,,,,,"NORTH HILLS, CA 91343",53773,KP570d43bce5123,"TWO LADIES AND A BROOM","21704 DEVENSHIRE ST STE 314   CHATSWORTH CA 91311",,-1,,,,-1,,,,01/19/12,01/19/18,01/19/13,,,"IGNACIO HERNANDEZ vs TWO LADIES AND A BROOM - 01/19/12","IGNACIO HERNANDEZ vs TWO LADIES AND A BROOM",,,,,,,-1,-1,-1,-1,,,,,-1,,
,3371,-1,1201,3327,N,,,1,KS55074a71d7975,WC1099,,0,,,,,N,,03/16/15,00/00/00,WCAB,,,,,,KS538cb2585f555,"Long Beach","300 Oceangate Street","Suite 200","Long Beach",90802,LBO,,,,"2015-03-16 14:26:09",,,,,,Y,Cambodian,4647,KS55074b1d87d65,,Inter,Inter,Inter,,,,,,,,20891,KS55074b26d815f,Preter,,,-1,,,,-1,,,,00/00/00,00/00/00,00/00/00,,,"Inter Inter vs Preter - 00/00/00",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,6536,-1,1201,6839,N,,,1,KS57d1e935af818,,WC1264,,,Unassigned,,,N,,09/08/16,00/00/00,WCAB,,,,,,KS538cb2585f279,Fresno,"2550 Mariposa Mall  ","Suite 4078",Fresno,93721,FRE,Open,,,"2016-09-08 15:41:57",384,,JR,"John  Ramirez",3,N,,9698,KS57d1e98b373db,,Jacob,Ball,"Jacob Ball",,,09/09/1973,123456789,,,"564 East Cypress Street, Covina, CA 91723",55468,KS57d1e9c3e0047,"United Document Imaging","501 North Azusa Avenue, Covina, CA 91722",,-1,,,,-1,,,,09/09/15,09/09/20,00/00/00,,"Security Guards","Jacob Ball vs United Document Imaging - 09/09/15",,,3,,,TS,"Thomas Smith",-1,-1,-1,-1,,,,,-1,,
,3323,-1,1201,3299,N,,,1,KS54f7711cd7015,WC1095,,0,,Unassigned,,,N,,03/04/15,00/00/00,WCAB,2,2,2,2,3P~N,KS538cb2585f279,Fresno,"2550 Mariposa Mall  ","Suite 4078",Fresno,93721,FRE,Active,,,"2015-03-04 12:54:52",,,,,2,N,,4603,KS54f772876a339,Mr,Jean,Paul,Jean-Paul,English,05/28/89,1989-05-28,,,,,20755,KS54f7748f20a20,"Nick Corp",,,-1,,,,-1,,,,11/22/14,11/22/19,00/00/00,,driver,"Jean Paul vs Nick Corp - 11/22/14",,,2,,,NG,"Nick Giszpenc",-1,-1,-1,-1,,,,,-1,,
,41,-1,1201,115,N,,,1,KS545c04628edee,WC1056,,0,,ADJ10025,,,N,,11/06/14,00/00/00,WCAB,,,,,3P~N,KS538cb2585f04d,"Eureka ","100 ""H"" Street ","Suite 202 ","Eureka ",95501,EUR,Active,,,"2014-11-06 15:29:38",,,,,,N,,58,KS545c0966c4552,Mr,Jim,Jones,"Jim Jonesy",,03/28/01,2001-03-28,,,,"1458 S San Pedro St, Los Angeles, CA 90015",80,KS545c09b6601eb,"Star Labs","1345 San Fernando Rd, San Fernando, CA 91340",,-1,,,,-1,,,,11/01/13,11/01/18,00/00/00,,Pilot,"Jim Jones vs Star Labs - 11/01/13",,,,,,,,-1,-1,-1,-1,,,,,-1,,
,51,-1,1201,115,N,,,2,KS545c04628edee,WC1056,,0,,ADJ55878,,,N,,11/06/14,00/00/00,WCAB,,,,,3P~N,KS538cb2585f04d,"Eureka ","100 ""H"" Street ","Suite 202 ","Eureka ",95501,EUR,Active,,,"2014-11-06 15:29:38",,,,,,N,,58,KS545c0966c4552,Mr,Jim,Jones,"Jim Jonesy",,03/28/01,2001-03-28,,,,"1458 S San Pedro St, Los Angeles, CA 90015",80,KS545c09b6601eb,"Star Labs","1345 San Fernando Rd, San Fernando, CA 91340",,-1,,,,-1,,,,11/24/11,11/24/16,00/00/00,,"Homeroom Teacher","Jim Jones vs Star Labs - 11/24/11",,,,,,,,-1,-1,-1,-1,,,,,-1,,
